,Year,Country,Population,Gas consumption,Coal consumption,Oil consumption,FossilFuelGrowth,CoalGrowth,GasGrowth,OilGrowth,AverageTemperature,AverageTemperatureUncertainty,TempMinus1,TempMinus2,TempMinus5
253,1984,Belgium,9906000.0,8666000000.0,16720000.0,22370000.0,12.137,17.238,2.642,-7.742999999999999,9.6495,0.21691667,10.2945,10.33,
315,1985,Belgium,9917000.0,8666000000.0,15750000.0,23530000.0,3.528,-0.35200000000000004,0.414,3.467,8.7955,0.25541666,9.6495,10.2945,9.297334
377,1986,Belgium,9929000.0,7703000000.0,14130000.0,26360000.0,3.379,-18.317,-8.769,30.465,9.264,0.21866667,8.7955,9.6495,9.627084
439,1987,Belgium,9942000.0,8609000000.0,14540000.0,26560000.0,9.309,-0.516,7.922,1.904,9.0685,0.22325,9.264,8.7955,10.33
501,1988,Belgium,9959000.0,8468000000.0,15070000.0,27280000.0,8.384,1.115,-1.111,8.379,10.457,0.20925,9.0685,9.264,10.2945
563,1989,Belgium,9980000.0,9402000000.0,15850000.0,26850000.0,9.843,5.425999999999999,9.338,-4.922,10.921166,0.23991667,10.457,9.0685,9.6495
625,1990,Belgium,10010000.0,9646000000.0,16620000.0,27090000.0,31.008,11.097,2.454,17.456,10.935333,0.22983333,10.921166,10.457,8.7955
687,1991,Belgium,10040000.0,10290000000.0,15820000.0,28950000.0,21.312,-5.3709999999999996,6.38,20.303,9.709167,0.18383333,10.935333,10.921166,9.264
752,1992,Belgium,10080000.0,10600000000.0,14490000.0,29420000.0,-4.249,-12.421,3.1229999999999998,5.048,10.48925,0.26033333,9.709167,10.935333,9.0685
827,1993,Belgium,10120000.0,11100000000.0,13510000.0,28980000.0,-5.733,-5.582,4.892,-5.043,9.925834,0.20291667,10.48925,9.709167,10.457
903,1994,Belgium,10160000.0,11350000000.0,13830000.0,32040000.0,38.74,7.507000000000001,2.483,28.75,10.99675,0.20625,9.925834,10.48925,10.921166
979,1995,Belgium,10190000.0,12550000000.0,13210000.0,31960000.0,3.6749999999999994,-4.836,11.949999999999998,-3.438,10.69675,0.20375,10.99675,9.925834,10.935333
1055,1996,Belgium,10210000.0,13950000000.0,12820000.0,34330000.0,37.569,-4.422,13.895000000000001,28.096,8.893167,0.19258334,10.69675,10.99675,9.709167
1131,1997,Belgium,10220000.0,13310000000.0,11850000.0,35220000.0,-4.735,-6.544999999999999,-6.376,8.187,10.472417,0.18733333,8.893167,10.69675,10.48925
1207,1998,Belgium,10240000.0,14660000000.0,11330000.0,35830000.0,17.592,-0.48500000000000004,12.598999999999998,5.477999999999999,10.369166,0.17825,10.472417,8.893167,9.925834
1283,1999,Belgium,10260000.0,15610000000.0,9892000.0,34730000.0,-14.277,-11.324999999999998,9.816,-12.769,10.93425,0.19808334,10.369166,10.472417,10.99675
1359,2000,Belgium,10280000.0,15680000000.0,10440000.0,35550000.0,18.51,8.532,0.803,9.176,11.03425,0.19716667,10.93425,10.369166,10.69675
1435,2001,Belgium,10320000.0,15480000000.0,9863000.0,36030000.0,-0.312,-4.209,-1.8869999999999998,5.784,10.543333,0.21258333,11.03425,10.93425,8.893167
1511,2002,Belgium,10360000.0,15960000000.0,8959000.0,36050000.0,-5.157,-12.058,4.949,1.952,11.03575,0.20608333,10.543333,11.03425,10.472417
1587,2003,Belgium,10420000.0,17000000000.0,8368000.0,37790000.0,28.729,-2.367,10.341,20.756,10.87025,0.24575,11.03575,10.543333,10.369166
1663,2004,Belgium,10480000.0,17330000000.0,7808000.0,38380000.0,2.813,-4.895,3.214,4.493,10.452583,0.21691667,10.87025,11.03575,10.93425
1739,2005,Belgium,10550000.0,17030000000.0,7411000.0,38310000.0,-10.477,-5.289,-2.945,-2.243,10.727834,0.18275,10.452583,10.87025,11.03425
1815,2006,Belgium,10620000.0,17530000000.0,7166000.0,37570000.0,2.724,-0.789,4.954,-1.441,11.09525,0.22883333,10.727834,10.452583,10.543333
1891,2007,Belgium,10700000.0,17660000000.0,6536000.0,37750000.0,-0.142,-5.09,1.301,3.647,11.1455,0.19466667,11.09525,10.727834,11.03575
1967,2008,Belgium,10780000.0,17540000000.0,5743000.0,40340000.0,18.667,-0.6709999999999999,-1.176,20.513,10.504917,0.188,11.1455,11.09525,10.87025
2043,2009,Belgium,10860000.0,17710000000.0,4460000.0,36120000.0,-59.292,-18.971,1.726,-42.047,10.6285,0.21675,10.504917,11.1455,10.452583
2119,2010,Belgium,10940000.0,20630000000.0,5553000.0,37940000.0,40.983,9.255,18.299,13.429,9.361751,0.22416666,10.6285,10.504917,10.727834
2195,2011,Belgium,11010000.0,17830000000.0,5197000.0,35510000.0,-57.72299999999999,-2.552,-28.8,-26.371,11.305333,0.232,9.361751,10.6285,11.09525
2271,2012,Belgium,11090000.0,17910000000.0,5206000.0,34620000.0,-12.299,-2.386,2.16,-12.071999999999997,10.351833,0.25975,11.305333,9.361751,11.1455
2347,2013,Belgium,11150000.0,18160000000.0,5202000.0,35730000.0,9.684,2.288,-2.07,9.465,10.060125,0.28262502,10.351833,11.305333,10.504917
6,1980,Brazil,120700000.0,1189000000.0,9188000.0,66500000.0,-15.303000000000003,5.716,1.47,-22.489,25.148,0.20758334,,,
68,1981,Brazil,123600000.0,1189000000.0,9937000.0,63240000.0,-31.572999999999997,-1.487,-1.044,-29.042,24.983418,0.23425001,25.148,,
130,1982,Brazil,126500000.0,1303000000.0,10570000.0,61950000.0,16.01,3.834,3.913,8.263,25.230333,0.23466666,24.983418,25.148,
192,1983,Brazil,129400000.0,1614000000.0,11500000.0,57420000.0,-17.541,8.845,4.592,-30.977999999999998,25.35075,0.24358334,25.230333,24.983418,
254,1984,Brazil,132400000.0,2096000000.0,13880000.0,60130000.0,28.747,18.755,2.889,7.104,25.109917,0.19533333,25.35075,25.230333,
316,1985,Brazil,135300000.0,2605000000.0,16820000.0,62840000.0,31.893,17.957,5.221,8.716,24.965666,0.23708333,25.109917,25.35075,25.148
378,1986,Brazil,138100000.0,2549000000.0,17110000.0,71860000.0,67.96,1.444,4.248,62.267,25.131,0.19991666,24.965666,25.109917,24.983418
440,1987,Brazil,140900000.0,2974000000.0,16970000.0,73320000.0,28.118,5.562,3.487,19.068,25.563417,0.20583333,25.131,24.965666,25.230333
502,1988,Brazil,143600000.0,2747000000.0,16420000.0,75870000.0,14.821999999999997,2.7129999999999996,0.223,11.886000000000001,25.177334,0.18883333,25.563417,25.131,25.35075
564,1989,Brazil,146300000.0,3483000000.0,16430000.0,76930000.0,5.132,-0.976,0.852,5.257,24.871416,0.21025,25.177334,25.563417,25.109917
626,1990,Brazil,149000000.0,2747000000.0,15430000.0,97210000.0,-25.384,-13.671,-3.094,-8.62,25.274918,0.21725,24.871416,25.177334,24.965666
688,1991,Brazil,151600000.0,3366000000.0,16820000.0,86840000.0,25.328999999999997,16.343,1.245,7.739999999999999,25.292166,0.15966667,25.274918,24.871416,25.131
753,1992,Brazil,154300000.0,3690000000.0,16100000.0,88800000.0,54.85,-3.7840000000000003,4.343,54.291,25.251333,0.22925,25.292166,25.274918,25.563417
828,1993,Brazil,156800000.0,4135000000.0,16110000.0,92340000.0,40.305,3.756,6.351,30.199,25.354918,0.21008334,25.251333,25.292166,25.177334
904,1994,Brazil,159400000.0,4310000000.0,16360000.0,97890000.0,59.965,3.395,3.997,52.572,25.454666,0.19183333,25.354918,25.251333,24.871416
980,1995,Brazil,162000000.0,4511000000.0,17100000.0,104700000.0,47.65,6.398,4.913,36.339,25.554417,0.20383333,25.454666,25.354918,25.274918
1056,1996,Brazil,164600000.0,5051000000.0,17620000.0,111600000.0,65.044,4.389,5.323,55.332,25.337833,0.16916667,25.554417,25.454666,25.292166
1132,1997,Brazil,167200000.0,5521000000.0,18050000.0,118900000.0,74.856,0.852,4.997,69.006,25.559416,0.17041667,25.337833,25.554417,25.251333
1208,1998,Brazil,169800000.0,5801000000.0,17420000.0,122500000.0,42.161,-2.9309999999999996,3.007,42.086,25.95875,0.17675,25.559416,25.337833,25.354918
1284,1999,Brazil,172300000.0,6541000000.0,19230000.0,125600000.0,29.798999999999996,1.768,12.249,15.782000000000002,25.286583,0.14525,25.95875,25.559416,25.454666
1360,2000,Brazil,174800000.0,9441000000.0,20290000.0,127800000.0,12.417,9.374,19.165,-16.121,25.196499,0.16508333,25.286583,25.95875,25.554417
1436,2001,Brazil,177200000.0,11220000000.0,19870000.0,126900000.0,40.364,-2.393,25.816999999999997,16.941,25.504417,0.16991666,25.196499,25.286583,25.337833
1512,2002,Brazil,179500000.0,13390000000.0,17790000.0,126100000.0,-3.6270000000000002,-4.778,22.301,-21.15,25.800333,0.16075,25.504417,25.196499,25.559416
1588,2003,Brazil,181800000.0,14140000000.0,18240000.0,122800000.0,-7.742999999999999,5.408,17.31,-30.462,25.621,0.23108333,25.800333,25.504417,25.95875
1664,2004,Brazil,184000000.0,17220000000.0,19830000.0,127200000.0,71.394,7.238,30.752,33.404,25.4965,0.198,25.621,25.800333,25.286583
1740,2005,Brazil,186100000.0,18610000000.0,19920000.0,130100000.0,24.111,-5.572,8.046,21.637,25.806,0.16375001,25.4965,25.621,25.196499
1816,2006,Brazil,188200000.0,19340000000.0,20060000.0,132100000.0,28.655999999999995,-2.111,10.427,20.34,25.517,0.236,25.806,25.4965,25.504417
1892,2007,Brazil,190100000.0,19860000000.0,20890000.0,141100000.0,57.794999999999995,8.898,6.319,42.578,25.668,0.16733333,25.517,25.806,25.800333
1968,2008,Brazil,192000000.0,23650000000.0,20650000.0,150400000.0,90.445,2.261,38.593,49.591,25.410334,0.16258334,25.668,25.517,25.621
2044,2009,Brazil,193900000.0,20660000000.0,17410000.0,150800000.0,-91.395,-30.925,-49.923,-10.547,25.600584,0.18566667,25.410334,25.668,25.4965
2120,2010,Brazil,195700000.0,27470000000.0,21710000.0,163600000.0,212.851,38.991,69.082,104.779,25.812416,0.15799999,25.600584,25.410334,25.806
2196,2011,Brazil,197500000.0,27430000000.0,22870000.0,168000000.0,90.17,11.472,-0.934,79.632,25.428917,0.20483333,25.812416,25.600584,25.517
2272,2012,Brazil,199300000.0,32400000000.0,23620000.0,174300000.0,91.267,-1.873,50.931000000000004,42.209,25.717083,0.231,25.428917,25.812416,25.668
2348,2013,Brazil,201000000.0,38130000000.0,26100000.0,182500000.0,151.465,13.847,58.062,79.556,25.348125,0.26225,25.717083,25.428917,25.410334
7,1980,Bulgaria,8879000.0,5098000000.0,36700000.0,17770000.0,16.592,4.919,8.212,3.461,10.0372505,0.2685,,,
69,1981,Bulgaria,8905000.0,4701000000.0,36280000.0,17070000.0,-13.059,1.628,3.2479999999999998,-17.935,10.755083,0.24933334,10.0372505,,
131,1982,Bulgaria,8931000.0,5098000000.0,39200000.0,17130000.0,5.154,5.419999999999999,4.289,-4.554,10.614,0.27666667,10.755083,10.0372505,
193,1983,Bulgaria,8953000.0,5211000000.0,39250000.0,17130000.0,-3.055,-0.43,2.262,-4.886,10.8185,0.32358333,10.614,10.755083,
255,1984,Bulgaria,8969000.0,5126000000.0,39270000.0,17070000.0,-2.887,0.17400000000000002,2.406,-5.467,10.746333,0.28516668,10.8185,10.614,
317,1985,Bulgaria,8975000.0,6202000000.0,38930000.0,16840000.0,-0.669,4.908,4.463,-10.04,10.270583,0.29575,10.746333,10.8185,10.0372505
379,1986,Bulgaria,8973000.0,6372000000.0,42190000.0,16610000.0,9.503,3.2679999999999993,-0.373,6.608,10.697833,0.32583332,10.270583,10.746333,10.755083
441,1987,Bulgaria,8961000.0,6315000000.0,44030000.0,16050000.0,0.9979999999999999,-0.105,6.138000000000001,-5.035,10.421833,0.25458333,10.697833,10.270583,10.614
503,1988,Bulgaria,8937000.0,6259000000.0,40620000.0,16160000.0,-2.299,-8.234,-1.699,7.634,10.758583,0.23475,10.421833,10.697833,10.8185
565,1989,Bulgaria,8898000.0,6315000000.0,40560000.0,13700000.0,0.793,2.314,1.699,-3.22,11.101916,0.29883334,10.758583,10.421833,10.746333
627,1990,Bulgaria,8841000.0,6839000000.0,37820000.0,11150000.0,-25.163,-18.393,3.594,-10.364,11.597667,0.294,11.101916,10.758583,10.270583
689,1991,Bulgaria,8767000.0,5241000000.0,32930000.0,7021000.0,-58.126,-10.196,-9.798,-38.132,10.180667,0.23783334,11.597667,11.101916,10.697833
754,1992,Bulgaria,8676000.0,5541000000.0,33780000.0,7503000.0,-10.513,4.427,-6.098,-8.843,11.02175,0.332,10.180667,11.597667,10.421833
829,1993,Bulgaria,8576000.0,4871000000.0,33730000.0,6788000.0,9.088,6.921,-3.276,5.4430000000000005,10.713417,0.24883333,11.02175,10.180667,10.758583
905,1994,Bulgaria,8475000.0,4761000000.0,33080000.0,7346000.0,-12.317,-8.219,0.017,-4.115,12.200417,0.23925,10.713417,11.02175,11.101916
981,1995,Bulgaria,8379000.0,5901000000.0,34400000.0,7590000.0,10.78,0.011000000000000001,9.077,1.6930000000000003,10.809667,0.23033333,12.200417,10.713417,11.597667
1057,1996,Bulgaria,8292000.0,6191000000.0,34420000.0,6870000.0,-4.053,-0.379,1.145,-4.82,10.4285,0.2265,10.809667,12.200417,10.180667
1133,1997,Bulgaria,8212000.0,5141000000.0,34370000.0,6184000.0,-13.627,12.432,-10.937,-15.122,10.225333,0.26083332,10.4285,10.809667,11.02175
1209,1998,Bulgaria,8138000.0,3820000000.0,33310000.0,5965000.0,-8.571,-4.807,-7.046,3.281,11.098917,0.22891667,10.225333,10.4285,10.713417
1285,1999,Bulgaria,8067000.0,3370000000.0,28670000.0,5639000.0,-26.611,-16.995,-4.823,-4.793,11.7885,0.251,11.098917,10.225333,12.200417
1361,2000,Bulgaria,7998000.0,3220000000.0,29240000.0,5169000.0,-5.075,-6.06,2.7900000000000005,-1.805,11.906834,0.23891667,11.7885,11.098917,10.809667
1437,2001,Bulgaria,7931000.0,2920000000.0,31100000.0,5457000.0,8.313,10.235,-5.428999999999999,3.5080000000000005,11.623834,0.2415,11.906834,11.7885,10.4285
1513,2002,Bulgaria,7866000.0,3108000000.0,28570000.0,5551000.0,-9.067,-6.599,-3.246,0.778,11.680333,0.25783333,11.623834,11.906834,10.225333
1589,2003,Bulgaria,7804000.0,3020000000.0,31660000.0,5867000.0,12.662,9.189,1.4400000000000002,2.033,10.953,0.28516665,11.680333,11.623834,11.098917
1665,2004,Bulgaria,7745000.0,3128000000.0,30490000.0,5978000.0,-5.757000000000001,-3.8220000000000005,-0.634,-1.3,11.241667,0.22399999,10.953,11.680333,11.7885
1741,2005,Bulgaria,7687000.0,3453000000.0,29320000.0,6370000.0,9.865,-1.686,6.465,5.087,10.781583,0.24225,11.241667,10.953,11.906834
1817,2006,Bulgaria,7631000.0,3561000000.0,30050000.0,6440000.0,4.088,1.24,0.993,1.8549999999999998,11.117583,0.26033333,10.781583,11.241667,11.623834
1893,2007,Bulgaria,7577000.0,3350000000.0,33680000.0,6185000.0,9.272,10.22,0.262,-1.209,12.314,0.25358334,11.117583,10.781583,11.680333
1969,2008,Bulgaria,7524000.0,3210000000.0,33190000.0,6097000.0,-6.578,-4.305,0.002,-2.275,11.98775,0.23408334,12.314,11.117583,10.953
2045,2009,Bulgaria,7474000.0,2070000000.0,30170000.0,5856000.0,-28.55,-13.871,-9.658,-5.022,11.894,0.27133334,11.98775,12.314,11.241667
2121,2010,Bulgaria,7425000.0,2540000000.0,32600000.0,5172000.0,2.861,6.2540000000000004,2.459,-5.852,11.766334,0.25641668,11.894,11.98775,10.781583
2197,2011,Bulgaria,7379000.0,3160000000.0,40140000.0,4881000.0,15.759,14.097,3.872,-2.21,11.047833,0.3235,11.766334,11.894,11.117583
2273,2012,Bulgaria,7334000.0,2977000000.0,35210000.0,5011000.0,-13.79,-13.716,-2.082,2.009,12.027583,0.44366667,11.047833,11.766334,12.314
2349,2013,Bulgaria,7290000.0,2975000000.0,30480000.0,4699000.0,-15.918,-11.302,-0.968,-3.647,13.411875,0.47725,12.027583,11.047833,11.98775
8,1980,Canada,24420000.0,53330000000.0,37590000.0,108800000.0,26.056,46.144,-3.1429999999999993,-16.945,-4.416917,0.26216668,,,
70,1981,Canada,24670000.0,52170000000.0,38410000.0,102700000.0,-78.927,5.425999999999999,-14.764000000000001,-69.589,-2.86725,0.276,-4.416917,,
132,1982,Canada,24920000.0,52650000000.0,41500000.0,91630000.0,-61.42499999999999,14.928000000000003,28.48,-104.83300000000001,-5.8751664,0.2495,-2.86725,-4.416917,
194,1983,Canada,25170000.0,52760000000.0,43980000.0,84090000.0,-68.268,12.871,-23.717,-57.421,-4.75175,0.24058333,-5.8751664,-2.86725,
256,1984,Canada,25440000.0,57120000000.0,49030000.0,87340000.0,96.226,33.156,53.626,9.444,-4.63425,0.24325,-4.75175,-5.8751664,
318,1985,Canada,25740000.0,61310000000.0,48050000.0,87910000.0,15.001,-12.580999999999998,26.485,1.097,-4.901167,0.24758333,-4.63425,-4.75175,-4.416917
380,1986,Canada,26080000.0,60320000000.0,44840000.0,88120000.0,-42.79,-22.808000000000003,-21.346,1.364,-4.843917,0.2445,-4.901167,-4.63425,-2.86725
442,1987,Canada,26430000.0,59810000000.0,50470000.0,92460000.0,61.641,21.601,6.614999999999999,33.424,-3.3433335,0.23775,-4.843917,-4.901167,-5.8751664
504,1988,Canada,26810000.0,66010000000.0,54710000.0,96750000.0,124.973,22.934,55.606,46.433,-4.125167,0.23125,-3.3433335,-4.843917,-4.75175
566,1989,Canada,27180000.0,68730000000.0,54120000.0,101000000.0,84.047,-0.6999999999999998,49.306000000000004,35.441,-5.0733333,0.24933334,-4.125167,-3.3433335,-4.63425
628,1990,Canada,27540000.0,67330000000.0,49430000.0,96160000.0,-51.296,-17.115,-20.177,-14.004,-5.0219164,0.27125,-5.0733333,-4.125167,-4.901167
690,1991,Canada,27890000.0,67980000000.0,51070000.0,93080000.0,-59.318000000000005,-10.107,4.406,-53.617,-4.4266667,0.20866667,-5.0219164,-5.0733333,-4.843917
755,1992,Canada,28220000.0,73510000000.0,52900000.0,95830000.0,62.22,5.713,38.543,17.964,-4.928917,0.27166668,-4.4266667,-5.0219164,-3.3433335
830,1993,Canada,28550000.0,76200000000.0,49990000.0,97110000.0,10.143,-34.899,41.528,3.514,-4.4015,0.22049999,-4.928917,-4.4266667,-4.125167
906,1994,Canada,28860000.0,77530000000.0,52380000.0,98360000.0,58.27700000000001,16.659,25.447,16.171,-4.4336667,0.24683332,-4.4015,-4.928917,-5.0733333
982,1995,Canada,29160000.0,81350000000.0,52670000.0,100600000.0,74.915,13.264000000000001,24.99,36.66,-4.3143334,0.22466667,-4.4336667,-4.4015,-5.0219164
1058,1996,Canada,29460000.0,82610000000.0,53600000.0,103900000.0,46.804,6.397000000000001,13.063,27.344000000000005,-4.941167,0.22375,-4.3143334,-4.4336667,-4.4266667
1134,1997,Canada,29740000.0,81770000000.0,56920000.0,108600000.0,68.869,14.216,15.473999999999998,39.179,-4.2314997,0.22225,-4.941167,-4.3143334,-4.928917
1210,1998,Canada,30020000.0,79230000000.0,55240000.0,108300000.0,30.774999999999995,22.688,-13.484,21.571,-2.553917,0.22991666,-4.2314997,-4.941167,-4.4015
1286,1999,Canada,30300000.0,88010000000.0,55130000.0,113000000.0,61.806999999999995,-13.414,54.341,20.879,-3.1863337,0.21824999,-2.553917,-4.2314997,-4.4336667
1362,2000,Canada,30590000.0,84720000000.0,59100000.0,111900000.0,69.839,19.615,50.293,-0.069,-4.0259166,0.22466667,-3.1863337,-2.553917,-4.3143334
1438,2001,Canada,30880000.0,88400000000.0,58820000.0,112900000.0,-21.816999999999997,14.057,-51.785,15.911,-3.1000834,0.23716667,-4.0259166,-3.1863337,-4.941167
1514,2002,Canada,31180000.0,89870000000.0,58210000.0,118500000.0,67.499,2.278,34.243,30.977,-4.362833,0.23725,-3.1000834,-4.0259166,-4.2314997
1590,2003,Canada,31490000.0,95520000000.0,58490000.0,125100000.0,61.903,-0.775,23.183000000000003,39.495,-3.8595,0.2635,-4.362833,-3.1000834,-2.553917
1666,2004,Canada,31820000.0,94620000000.0,59360000.0,129700000.0,0.428,-22.432,-19.65,42.51,-4.9230833,0.23225,-3.8595,-4.362833,-3.1863337
1742,2005,Canada,32160000.0,89040000000.0,59080000.0,134500000.0,-22.865,0.631,-12.741,-10.755,-3.3087502,0.20508334,-4.9230833,-3.8595,-4.0259166
1818,2006,Canada,32540000.0,92980000000.0,58470000.0,134200000.0,-37.956,-10.319,-12.985,-14.653,-2.4601667,0.22075,-3.3087502,-4.9230833,-3.1000834
1894,2007,Canada,32930000.0,86390000000.0,59180000.0,139400000.0,105.32800000000002,13.055,56.556999999999995,35.716,-4.060917,0.21366666,-2.4601667,-3.3087502,-4.362833
1970,2008,Canada,33340000.0,83180000000.0,57870000.0,134200000.0,-41.304,-10.321,-15.666000000000002,-15.317,-4.29525,0.21991667,-4.060917,-2.4601667,-3.8595
2046,2009,Canada,33750000.0,88120000000.0,48770000.0,131000000.0,-166.647,-68.776,-27.701000000000004,-70.169,-4.135083,0.23183334,-4.29525,-4.060917,-4.9230833
2122,2010,Canada,34150000.0,97320000000.0,50360000.0,137300000.0,116.83999999999999,14.889000000000001,17.148,84.804,-1.8879167,0.21858333,-4.135083,-4.29525,-3.3087502
2198,2011,Canada,34540000.0,100700000000.0,47430000.0,138900000.0,93.085,-30.041,92.503,30.623,-3.5570831,0.23258333,-1.8879167,-4.135083,-2.4601667
2274,2012,Canada,34920000.0,105300000000.0,43610000.0,141600000.0,-53.358,-12.836999999999998,-3.2129999999999996,-37.309,-3.1768334,0.30008334,-3.5570831,-1.8879167,-4.060917
2350,2013,Canada,35300000.0,112200000000.0,42120000.0,140400000.0,67.521,-3.618,70.539,0.6,-1.6406666,0.5336667,-3.1768334,-3.5570831,-4.29525
9,1980,Chile,11420000.0,2407000000.0,1718000.0,6213000.0,2.125,1.198,0.166,0.761,9.90375,0.2165,,,
71,1981,Chile,11580000.0,2407000000.0,1745000.0,6039000.0,1.965,-0.023000000000000003,-0.108,2.096,9.955084,0.27183333,9.90375,,
133,1982,Chile,11740000.0,1388000000.0,1193000.0,5923000.0,-11.396,-4.222,0.244,-7.419,10.050333,0.27825,9.955084,9.90375,
195,1983,Chile,11910000.0,1303000000.0,1429000.0,5575000.0,0.567,1.675,0.567,-1.6740000000000002,10.310166,0.30691665,10.050333,9.955084,
257,1984,Chile,12080000.0,1359000000.0,1867000.0,5873000.0,3.728,3.5239999999999996,0.17600000000000002,0.028,9.4425,0.255,10.310166,10.050333,
319,1985,Chile,12260000.0,1246000000.0,1830000.0,5694000.0,-1.531,0.012000000000000002,-0.01,-1.5330000000000001,10.039917,0.27125,9.4425,10.310166,9.90375
381,1986,Chile,12450000.0,736300000.0,1892000.0,6011000.0,2.495,-0.686,-0.674,3.855,9.8375,0.24483334,10.039917,9.4425,9.955084
443,1987,Chile,12640000.0,736300000.0,1859000.0,6285000.0,2.8160000000000003,0.395,-0.215,2.635,10.271584,0.2335,9.8375,10.039917,10.050333
